Are you self-employed?,Is your employer primarily a tech company/organization?,Do you have previous employers?,Have you ever sought treatment for a mental health issue from a mental health professional?,What is your age?,How many employees does your company or organization have?,Does your employer provide mental health benefits as part of healthcare coverage?,Do you know the options for mental health care available under your employer-provided coverage?,"Has your employer ever formally discussed mental health (for example, as part of a wellness campaign or other official communication)?",Does your employer offer resources to learn more about mental health concerns and options for seeking help?,Is your anonymity protected if you choose to take advantage of mental health or substance abuse treatment resources provided by your employer?,"If a mental health issue prompted you to request a medical leave from work, asking for that leave would be:",Do you think that discussing a mental health disorder with your employer would have negative consequences?,Do you think that discussing a physical health issue with your employer would have negative consequences?,Would you feel comfortable discussing a mental health disorder with your coworkers?,Would you feel comfortable discussing a mental health disorder with your direct supervisor(s)?,Do you feel that your employer takes mental health as seriously as physical health?,Have you heard of or observed negative consequences for co-workers who have been open about mental health issues in your workplace?,Have your previous employers provided mental health benefits?,Were you aware of the options for mental health care provided by your previous employers?,Did your previous employers ever formally discuss mental health (as part of a wellness campaign or other official communication)?,Did your previous employers provide resources to learn more about mental health issues and how to seek help?,Was your anonymity protected if you chose to take advantage of mental health or substance abuse treatment resources with previous employers?,Do you think that discussing a mental health disorder with previous employers would have negative consequences?,Do you think that discussing a physical health issue with previous employers would have negative consequences?,Would you have been willing to discuss a mental health issue with your previous co-workers?,Would you have been willing to discuss a mental health issue with your direct supervisor(s)?,Did you feel that your previous employers took mental health as seriously as physical health?,Did you hear of or observe negative consequences for co-workers with mental health issues in your previous workplaces?,Would you be willing to bring up a physical health issue with a potential employer in an interview?,Why or why not?,Would you bring up a mental health issue with a potential employer in an interview?,Why or why not?.1,Do you feel that being identified as a person with a mental health issue would hurt your career?,Do you think that team members/co-workers would view you more negatively if they knew you suffered from a mental health issue?,How willing would you be to share with friends and family that you have a mental illness?,Have you observed or experienced an unsupportive or badly handled response to a mental health issue in your current or previous workplace?,Do you have a family history of mental illness?,Have you had a mental health disorder in the past?,Do you currently have a mental health disorder?,Have you been diagnosed with a mental health condition by a medical professional?,"If you have a mental health issue, do you feel that it interferes with your work when being treated effectively?","If you have a mental health issue, do you feel that it interferes with your work when NOT being treated effectively?",What is your gender?,What country do you live in?,What US state or territory do you live in?,What country do you work in?,What US state or territory do you work in?,Which of the following best describes your work position?,Do you work remotely?,Cluster
0,1.0,1,0,33,26-100,I don't know,No,No,No,I don't know,Somewhat easy,Maybe,No,No,No,No,No,I don't know,N/A (not currently aware),None did,None did,I don't know,Some of them,Some of them,"No, at none of my previous employers","No, at none of my previous employers",None did,Some of them,No,Not relevant,No,Not relevant to my skills,Maybe,"Yes, I think they would",Not open at all,Maybe/Not sure,No,Maybe,Maybe,No,Not applicable to me,Not applicable to me,Male,United States of America,Texas,United States of America,Texas,Back-end Developer,Sometimes,0
0,1.0,1,1,43,More than 1000,Yes,Yes,I don't know,Yes,Yes,I don't know,Maybe,Maybe,Maybe,Maybe,Yes,No,Some did,N/A (not currently aware),I don't know,None did,I don't know,Some of them,Some of them,"No, at none of my previous employers","No, at none of my previous employers",I don't know,Some of them,No,Fear of discrimination,No,Fear of discrimination,"Yes, I think it would",Maybe,Somewhat not open,"Yes, I observed",Yes,Yes,Yes,Yes,Rarely,Sometimes,female,United States of America,Maryland,United States of America,Maryland,Executive Leadership,Always,1
0,1.0,1,0,28,100-500,I don't know,I am not sure,Yes,Yes,I don't know,Very easy,No,No,Maybe,Yes,Yes,No,Some did,"No, I only became aware later",None did,None did,I don't know,I don't know,None of them,Some of my previous employers,"No, at none of my previous employers",Some did,Some of them,Maybe,Only if it affected my ability to do the job,No,Physical is more obvious,Maybe,"No, I don't think they would",Somewhat open,No,No,No,Maybe,No,Never,Sometimes,Male,Australia,Unknown,Australia,Unknown,Dev Evangelist/Advocate|Front-end Developer|Back-end Developer|DevOps/SysAdmin,Always,0
0,1.0,1,1,38,100-500,Yes,I am not sure,No,No,I don't know,Neither easy nor difficult,Maybe,No,No,Maybe,I don't know,Yes,Some did,I was aware of some,None did,None did,I don't know,I don't know,None of them,"No, at none of my previous employers","No, at none of my previous employers",I don't know,Some of them,Yes,Everybody's had a physical health issue at some point in their life.,No,Don't want to be flagged as crazy.,Maybe,Maybe,Very open,Maybe/Not sure,Yes,Yes,Yes,Yes,Rarely,Often,Male,United States of America,California,United States of America,Texas,Dev Evangelist/Advocate,Always,1
0,1.0,1,0,48,26-100,I don't know,No,No,I don't know,I don't know,Somewhat easy,Maybe,Maybe,No,No,No,No,Some did,I was aware of some,Some did,Some did,"Yes, always","Yes, all of them",Some of them,"No, at none of my previous employers",Some of my previous employers,Some did,Some of them,No,Prefer to focus on benefits I bring. ,No,Prefer to focus on benefits I bring. ,"Yes, I think it would","Yes, I think they would",Not applicable to me (I do not have a mental illness),"Yes, I observed",No,No,No,No,Not applicable to me,Not applicable to me,F,United States of America,Kansas,United States of America,Kansas,Executive Leadership,Never,1
0,1.0,1,0,28,6-25,No,No,No,No,I don't know,Neither easy nor difficult,Yes,Maybe,No,Maybe,I don't know,No,"No, none did",N/A (not currently aware),None did,None did,No,"Yes, all of them","Yes, all of them",Some of my previous employers,"No, at none of my previous employers",None did,None of them,No,Fear of not getting the job.,No,Fear of not getting the job,"Yes, I think it would","Yes, I think they would",Somewhat open,"Yes, I observed",No,No,No,No,Not applicable to me,Not applicable to me,Male,Australia,Unknown,Australia,Unknown,Designer|Support|Supervisor/Team Lead,Sometimes,0
0,1.0,1,1,37,100-500,Yes,Yes,Yes,Yes,Yes,Somewhat easy,Maybe,No,Maybe,Yes,I don't know,Yes,"Yes, they all did",I was aware of some,"Yes, they all did",Some did,"Yes, always",Some of them,None of them,Some of my previous employers,Some of my previous employers,Some did,Some of them,Maybe,Depends on relevance to work ,No,Too personal ,"Yes, I think it would",Maybe,Somewhat open,Maybe/Not sure,Yes,Yes,Maybe,Yes,Rarely,Often,Male,United States of America,Colorado,United States of America,Colorado,Front-end Developer|Designer,Always,1
0,1.0,1,1,33,More than 1000,Yes,No,I don't know,I don't know,I don't know,Neither easy nor difficult,Maybe,Maybe,Yes,Maybe,I don't know,No,"No, none did",N/A (not currently aware),None did,None did,I don't know,I don't know,None of them,Some of my previous employers,Some of my previous employers,None did,None of them,Maybe,Unknown,No,Unknown,"Yes, I think it would",Maybe,Somewhat open,Maybe/Not sure,I don't know,Yes,No,No,Sometimes,Sometimes,Male,United States of America,Oklahoma,United States of America,Oklahoma,Back-end Developer,Sometimes,0
0,1.0,1,1,40,100-500,Yes,No,No,No,I don't know,Somewhat difficult,Maybe,Maybe,Maybe,No,No,Yes,Some did,I was aware of some,None did,None did,Sometimes,"Yes, all of them",Some of them,Some of my previous employers,Some of my previous employers,None did,None of them,No, Don't trust potential employers to not judge.,No,Don't trust them not to judge and deny the job.,"Yes, it has",Maybe,Very open,"Yes, I experienced",Yes,Yes,Yes,Yes,Sometimes,Often,Male,United States of America,Oklahoma,United States of America,Oklahoma,Back-end Developer,Always,1
0,1.0,1,0,38,More than 1000,Yes,I am not sure,No,No,Yes,Somewhat easy,Maybe,No,Yes,Maybe,I don't know,No,"Yes, they all did","No, I only became aware later",None did,None did,I don't know,None of them,None of them,Some of my previous employers,Some of my previous employers,I don't know,None of them,No,Private ,No,Private,Maybe,"No, I don't think they would",Somewhat open,No,No,No,No,No,Not applicable to me,Not applicable to me,Male,Germany,Unknown,Germany,Unknown,Back-end Developer|DevOps/SysAdmin|Supervisor/Team Lead,Sometimes,1
0,1.0,1,0,30,6-25,I don't know,I am not sure,No,No,I don't know,Very easy,No,No,Maybe,Maybe,I don't know,No,"No, none did",N/A (not currently aware),None did,None did,I don't know,None of them,None of them,"Yes, at all of my previous employers","Yes, at all of my previous employers",Some did,None of them,Maybe,Unsure how they would react. Even good people have unconcious bias..,Maybe,Depends how empathetic the interviewer was. And how certain a job offer already is. Might cause bias unintentionally if raised to early,"No, I don't think it would","No, I don't think they would",Somewhat open,Unknown,Yes,Maybe,Maybe,No,Not applicable to me,Sometimes,Male,New Zealand,Unknown,New Zealand,Unknown,Executive Leadership|Supervisor/Team Lead|Front-end Developer|Back-end Developer,Always,0
0,1.0,1,0,22,6-25,No,No,No,No,I don't know,I don't know,Yes,Maybe,No,No,I don't know,No,"No, none did",N/A (not currently aware),None did,None did,I don't know,"Yes, all of them",Some of them,Some of my previous employers,"No, at none of my previous employers",I don't know,Some of them,Maybe,Unknown,Maybe,Unknown,"Yes, I think it would",Maybe,Not applicable to me (I do not have a mental illness),Unknown,I don't know,No,No,No,Not applicable to me,Not applicable to me,Male,United Kingdom,Unknown,United Kingdom,Unknown,Front-end Developer|Back-end Developer|DevOps/SysAdmin|Dev Evangelist/Advocate,Never,0
0,1.0,1,1,28,100-500,Yes,I am not sure,I don't know,Yes,I don't know,I don't know,Maybe,No,Maybe,Maybe,I don't know,No,I don't know,N/A (not currently aware),None did,None did,I don't know,Some of them,None of them,Some of my previous employers,I don't know,Some did,None of them,Yes,Unknown,Maybe,Unknown,Maybe,"No, I don't think they would",Somewhat open,Maybe/Not sure,Yes,Yes,Yes,Yes,Rarely,Sometimes,Male,United States of America,Ohio,United States of America,Ohio,Back-end Developer,Always,0
0,1.0,1,1,39,More than 1000,Yes,Yes,No,No,No,Very difficult,Maybe,No,No,No,No,No,Some did,"Yes, I was aware of all of them",None did,None did,I don't know,"Yes, all of them",None of them,"No, at none of my previous employers","No, at none of my previous employers",None did,None of them,No,I don't want it to affect me getting the job.,No,Same reason as above,"Yes, I think it would","Yes, I think they would",Somewhat open,No,Yes,Yes,Yes,Yes,Sometimes,Often,M,United States of America,California,United States of America,California,Support,Sometimes,1
0,1.0,1,0,33,100-500,I don't know,No,I don't know,I don't know,I don't know,Very easy,No,No,Yes,Yes,Yes,No,I don't know,N/A (not currently aware),I don't know,None did,I don't know,Some of them,Some of them,Some of my previous employers,Some of my previous employers,Some did,None of them,Maybe,"Depending on the nature of the health issue, I may feel uncomfortable sharing it with someone I'm not close to.",Maybe,"Depending on the nature of the health issue, I may feel uncomfortable sharing it with someone I'm not close to.","No, I don't think it would","No, I don't think they would",Somewhat open,Maybe/Not sure,I don't know,No,No,No,Not applicable to me,Not applicable to me,M,United States of America,Indiana,United States of America,Indiana,Support,Always,0
0,1.0,1,0,37,6-25,I don't know,I am not sure,No,No,I don't know,I don't know,No,No,Maybe,Maybe,I don't know,No,I don't know,I was aware of some,None did,None did,I don't know,I don't know,Some of them,Some of my previous employers,Some of my previous employers,Some did,None of them,No,Afraid it would cost me the job.,No,Afraid it would cost me the job.,"Yes, I think it would",Maybe,Not applicable to me (I do not have a mental illness),No,No,No,No,No,Not applicable to me,Not applicable to me,Male,United States of America,Minnesota,United States of America,Minnesota,Executive Leadership|Supervisor/Team Lead|Back-end Developer|DevOps/SysAdmin,Sometimes,1
0,1.0,1,1,41,500-1000,I don't know,No,No,Yes,I don't know,I don't know,Maybe,No,No,No,No,No,I don't know,N/A (not currently aware),None did,None did,I don't know,I don't know,None of them,"No, at none of my previous employers","No, at none of my previous employers",Some did,None of them,Maybe,Unknown,Maybe,Unknown,"Yes, I think it would","Yes, I think they would",Very open,No,Yes,Yes,Yes,Yes,Rarely,Often,f,France,Unknown,France,Unknown,Front-end Developer,Never,1
0,1.0,1,0,30,More than 1000,Yes,I am not sure,No,I don't know,I don't know,Somewhat easy,No,No,No,No,I don't know,No,"Yes, they all did",I was aware of some,"Yes, they all did","Yes, they all did",Sometimes,None of them,None of them,"Yes, at all of my previous employers","Yes, at all of my previous employers","Yes, they all did",None of them,Maybe,"From the interviewing advice I've read, health issues should be brought up at the offer stage, not during the interview. If I had a good rapport with the interviewer, I might bring it up in the interview. Otherwise, I wouldn't mention it until offered the job.",Maybe,Same answer as for physical health issues.,Maybe,Maybe,Somewhat open,No,Yes,Yes,Yes,Yes,Rarely,Sometimes,Female,United States of America,Kansas,United States of America,Kansas,Back-end Developer,Sometimes,0
0,1.0,1,0,42,More than 1000,Yes,Yes,Yes,Yes,Yes,Somewhat easy,No,No,Maybe,Yes,Yes,No,Some did,"Yes, I was aware of all of them","Yes, they all did",Some did,I don't know,Some of them,None of them,Some of my previous employers,Some of my previous employers,Some did,None of them,Yes,"If I had a health issue and want coverage, it's important I be up front about it to ensure I'm eligible for such coverage. ",Maybe,Depended on the issue and the employer. ,"No, I don't think it would",Maybe,Somewhat open,Unknown,Yes,Yes,No,No,Not applicable to me,Not applicable to me,Male,United States of America,Texas,United States of America,Texas,Supervisor/Team Lead,Sometimes,1
0,1.0,1,0,52,6-25,Yes,No,No,No,I don't know,Somewhat difficult,No,No,Maybe,Maybe,Yes,No,"Yes, they all did",I was aware of some,None did,None did,"Yes, always",None of them,None of them,"Yes, at all of my previous employers","Yes, at all of my previous employers","Yes, they all did",None of them,Yes,Because it's important.,Maybe,Not sure.,Maybe,Maybe,Somewhat open,No,No,No,No,No,Not applicable to me,Not applicable to me,Male,United States of America,Minnesota,United States of America,Minnesota,Support|Front-end Developer|Back-end Developer,Sometimes,1
0,1.0,1,1,35,500-1000,Yes,Yes,No,I don't know,Yes,Neither easy nor difficult,No,No,Maybe,Yes,I don't know,No,"Yes, they all did","Yes, I was aware of all of them",Some did,Some did,"Yes, always",None of them,Some of them,Some of my previous employers,"Yes, at all of my previous employers",Some did,None of them,Maybe,"Yes, If relevant to the duties of the position. Otherwise, not necessary. ",Maybe,"Less likely, simply because the general perception and knowledge about mental illnesses is less widely understood. For instance, Adult ADD might be simple to explain, whereas Bipolar II would be a longer discussion and may be avoided in an interview.",Maybe,Maybe,Very open,No,I don't know,Yes,Yes,No,Rarely,Sometimes,Male,United States of America,Texas,United States of America,Texas,Front-end Developer|Designer,Sometimes,0
0,1.0,1,1,24,26-100,I don't know,No,No,No,I don't know,I don't know,No,No,Maybe,No,No,No,I don't know,N/A (not currently aware),None did,None did,I don't know,Some of them,None of them,"No, at none of my previous employers","No, at none of my previous employers",None did,None of them,No,"I would not want to preclude myself from employment based on something that was irrelevant to my abilities to complete my job.  If potentially having a lot of doctor's appointments is the only drawback for my employer, they shouldn't weigh another application as stronger based on that.",No,The same as above.  I would not want my application to be viewed in any poorer light compared to my peers.,"Yes, I think it would","No, I don't think they would",Somewhat open,No,No,Yes,No,Yes,Not applicable to me,Not applicable to me,Male,United States of America,Texas,United States of America,Texas,Other,Sometimes,0
0,1.0,1,0,39,6-25,I don't know,I am not sure,I don't know,I don't know,I don't know,Somewhat easy,No,No,Maybe,Yes,I don't know,No,I don't know,N/A (not currently aware),I don't know,None did,I don't know,I don't know,Some of them,Some of my previous employers,Some of my previous employers,I don't know,None of them,Maybe,To avoid being potentially disqualified due to that fact.,No,To avoid being disqualified due to that fact.,Maybe,Maybe,Somewhat open,Maybe/Not sure,I don't know,No,No,No,Not applicable to me,Not applicable to me,Male,United States of America,Minnesota,United States of America,Minnesota,Back-end Developer,Sometimes,1
0,1.0,1,0,34,6-25,Yes,I am not sure,No,No,I don't know,Very difficult,Yes,Maybe,Maybe,Maybe,Yes,Yes,"Yes, they all did",I was aware of some,Some did,Some did,I don't know,Some of them,None of them,Some of my previous employers,Some of my previous employers,"Yes, they all did",Some of them,Maybe,"Often it's important to being able to accomplish the job... so yes, it would need to be discussed.",Maybe,Still such a stigma there... it's important though... tough call,"Yes, I think it would","Yes, I think they would",Not applicable to me (I do not have a mental illness),"Yes, I observed",Yes,No,No,No,Not applicable to me,Not applicable to me,Male,United States of America,Pennsylvania,United States of America,Pennsylvania,Supervisor/Team Lead,Sometimes,0
0,1.0,1,1,39,6-25,Yes,No,No,I don't know,Yes,Very difficult,No,No,No,Maybe,I don't know,No,"Yes, they all did",I was aware of some,Some did,Some did,"Yes, always",Some of them,None of them,Some of my previous employers,Some of my previous employers,Some did,None of them,No,Could impact the outcome of the interview.,No,Would alter the outcome of the interview.,"Yes, I think it would","No, I don't think they would",Not open at all,Maybe/Not sure,No,No,No,No,Not applicable to me,Not applicable to me,male,United States of America,Minnesota,United States of America,Minnesota,Dev Evangelist/Advocate|Back-end Developer|Front-end Developer,Sometimes,1
0,1.0,1,1,34,26-100,Yes,Yes,No,No,Yes,Somewhat easy,No,No,Yes,Yes,No,No,"Yes, they all did",I was aware of some,Some did,None did,I don't know,Some of them,None of them,Some of my previous employers,Some of my previous employers,None did,None of them,Yes,Potentially affects my capabilities on the job.,Yes,Potentially affects my capabilities on the job.,Maybe,"No, they do not",Very open,Maybe/Not sure,Yes,Yes,Yes,Yes,Rarely,Often,Male,United States of America,Nebraska,United States of America,Nebraska,Supervisor/Team Lead|Back-end Developer|Front-end Developer,Sometimes,0
0,1.0,1,1,26,100-500,Yes,Yes,No,I don't know,Yes,Somewhat easy,Yes,Maybe,Yes,Yes,No,Yes,"Yes, they all did",I was aware of some,Some did,Some did,"Yes, always",None of them,Some of them,"Yes, at all of my previous employers","Yes, at all of my previous employers",Some did,None of them,No,"Talking about health issues has always been responded to as though I'm asking for personal accommodation, even when I'm just trying to raise awareness for something that's widespread. Bringing it up in an interview would be putting the cart before the horse.",No,Same reason as above basically. Except the added  knowledge of how society views people with depression and anxiety and how that portrayal could reflect on me and affect my chances of getting a job I'm qualified for.,"Yes, it has","Yes, they do",Very open,"Yes, I experienced",I don't know,Yes,Yes,Yes,Sometimes,Often,woman,United States of America,North Carolina,United States of America,North Carolina,Support,Always,0
0,1.0,1,0,24,6-25,No,I am not sure,No,No,I don't know,Neither easy nor difficult,Maybe,No,Maybe,No,I don't know,No,"No, none did",N/A (not currently aware),I don't know,None did,I don't know,I don't know,Some of them,Some of my previous employers,Some of my previous employers,Some did,None of them,Maybe,Unknown,Maybe,Unknown,Maybe,"No, I don't think they would",Somewhat open,Maybe/Not sure,Yes,No,No,No,Not applicable to me,Not applicable to me,male,Bulgaria,Unknown,Bulgaria,Unknown,Back-end Developer,Sometimes,0
0,1.0,1,1,25,6-25,Yes,Yes,Yes,Yes,Yes,Neither easy nor difficult,No,No,Maybe,No,Yes,No,"No, none did",N/A (not currently aware),None did,None did,I don't know,Some of them,Some of them,"No, at none of my previous employers","No, at none of my previous employers",None did,Some of them,Maybe,If it is going to be something that Im dealing with at the time or something that is noticeable then yes. I feel that most employers would be more accepting of a physical health issue than a mental health issue. ,No,I am currently an opiate addict and will be for as long as I live. I have not used in 3 years. It still messes with me to this day. I do not think I would ever be comfortable sharing that with an employer. Its not documented anywhere that I am an addict so there would be no reason to share such a thing to an employer. Most people do not realize that I have something wrong with my brain chemistry not that I am a terrible person or want to be this way. I do great work and I have had my current job for 6 years. But I feel like if I told any employer that I would be discriminated against or eventually let go.,"Yes, I think it would","Yes, I think they would",Somewhat open,"Yes, I observed",No,Yes,Yes,No,Never,Sometimes,male,United States of America,Oklahoma,United States of America,Oklahoma,One-person shop,Never,0
0,1.0,1,1,27,26-100,I don't know,I am not sure,No,No,I don't know,Somewhat difficult,Maybe,No,No,No,I don't know,No,"No, none did",N/A (not currently aware),None did,None did,No,Some of them,Some of them,"No, at none of my previous employers","No, at none of my previous employers",None did,None of them,Maybe,"It could be seen as a weakness, or the potential employer could see it as a person trying to take advantage of their healthcare plan.",No,"Of fear of being regarded as weak or unable to perform job tasks. Requiring time off for ""fake"" reasons. ","Yes, I think it would","Yes, I think they would",Somewhat open,No,I don't know,Yes,Yes,Yes,Not applicable to me,Often,Male,Canada,Unknown,Canada,Unknown,Designer,Sometimes,0
0,1.0,1,1,33,100-500,Yes,No,No,I don't know,I don't know,Very easy,Maybe,No,No,Maybe,I don't know,No,Some did,"No, I only became aware later",None did,Some did,I don't know,Some of them,Some of them,"No, at none of my previous employers","No, at none of my previous employers",None did,Some of them,Maybe,They might not be willing to give me a shot. That's how I feel.,No,"In my experience, many people see mental health as a lesser issue than physical health, and one that can fixed if they ""man up"" or grow up. I worry that mentioning a chronic mental health issue would be viewed as a detriment and a weakness to my work.","Yes, I think it would","Yes, I think they would",Somewhat open,Maybe/Not sure,Yes,Yes,Maybe,Yes,Sometimes,Often,Male,United States of America,New Hampshire,United States of America,New Hampshire,Support,Sometimes,0
0,1.0,1,1,50,6-25,Yes,I am not sure,No,I don't know,I don't know,Somewhat easy,Maybe,No,Yes,Yes,Yes,No,I don't know,N/A (not currently aware),None did,None did,I don't know,I don't know,None of them,Some of my previous employers,Some of my previous employers,I don't know,None of them,Maybe,if it affected my ablility to do my work,Maybe,It may affect my being hired,Maybe,Maybe,Somewhat open,No,Yes,Yes,Yes,Yes,Often,Often,mail,United States of America,Minnesota,United States of America,Minnesota,DevOps/SysAdmin,Sometimes,1
0,1.0,1,1,32,More than 1000,Yes,I am not sure,Yes,No,Yes,Very difficult,Yes,No,Yes,No,No,Yes,I don't know,N/A (not currently aware),I don't know,None did,I don't know,I don't know,None of them,"No, at none of my previous employers",I don't know,I don't know,None of them,Maybe,what if it was the one difference between me and the competition ,No,wouldn't want the stigma,"Yes, I think it would","No, they do not",Neutral,"Yes, I observed",I don't know,Yes,No,Yes,Sometimes,Often,female ,Canada,Unknown,Canada,Unknown,Supervisor/Team Lead|Sales,Sometimes,0
0,1.0,1,0,39,6-25,I don't know,I am not sure,I don't know,Yes,Yes,Very easy,No,No,Maybe,Maybe,Yes,No,"No, none did",N/A (not currently aware),None did,None did,I don't know,I don't know,None of them,"No, at none of my previous employers",I don't know,I don't know,None of them,Maybe,Unknown,Maybe,Unknown,"No, I don't think it would","No, I don't think they would",Neutral,No,No,No,No,No,Not applicable to me,Not applicable to me,m,Canada,Unknown,Canada,Unknown,Front-end Developer,Sometimes,1
0,1.0,1,0,36,6-25,I don't know,No,I don't know,I don't know,I don't know,Very easy,No,No,Yes,Yes,Yes,No,I don't know,N/A (not currently aware),None did,None did,I don't know,None of them,None of them,Some of my previous employers,Some of my previous employers,I don't know,None of them,Yes,It would become obvious later if it didn't come up during the interview.,Maybe,Seems more private than a physical issue.,Maybe,"No, I don't think they would",Somewhat open,Maybe/Not sure,No,No,No,No,Not applicable to me,Not applicable to me,Male,United States of America,Minnesota,United States of America,Minnesota,Back-end Developer|Front-end Developer|Designer,Sometimes,1
0,1.0,1,0,34,100-500,I don't know,No,No,No,I don't know,Somewhat easy,Maybe,No,Yes,Maybe,I don't know,No,I don't know,N/A (not currently aware),None did,Some did,I don't know,I don't know,None of them,Some of my previous employers,Some of my previous employers,Some did,None of them,Maybe,Some physical issues can be private too.,No,That would be job suicide.,Maybe,"No, I don't think they would",Very open,Unknown,No,Maybe,No,No,Not applicable to me,Not applicable to me,Male,Canada,Unknown,Canada,Unknown,Front-end Developer,Sometimes,0
0,1.0,1,1,31,100-500,I don't know,I am not sure,No,No,I don't know,I don't know,Maybe,No,Maybe,Yes,I don't know,No,"No, none did",N/A (not currently aware),None did,None did,I don't know,Some of them,Some of them,Some of my previous employers,Some of my previous employers,None did,None of them,No,"It depends on the physical health issue. There are too many companies in tech that worship the ""dev rock star"" stereotype where long hours and the sacrifice of work balance is held in higher regard. They will work devs to the bone if we allow them too. Any resistance to working too many hours is labeled as ""rebellion"". I've worked jobs where I had to strategically plan my days off because I couldn't afford to lose all my PTOs and as a result, have forced myself to go to work even while having asthma or being sick. Basically, if I'm not half dead, then I can make it to work because I need to ""save those days for when I really need it"".",No,"The stigma makes me wary of bringing up mental health issues during an initial interview. I feel like the more I get to know a job and it's people, that determines how comfortable I am with being open about my mental health. I feel like it's too risky to bring up in an interview where both parties don't know one another well enough. I have anxiety and depression, which can also include focus/motivation issues. I feel like mentioning things like this would give the impression that I'm not a good employee who can get things done. However that's not true. I am very responsible and will meet deadlines so long as I can work when I'm most productive and there are flexible schedules.",Maybe,"No, I don't think they would",Somewhat open,No,Yes,Yes,Maybe,No,Sometimes,Often,female,United States of America,New York,United States of America,New York,Front-end Developer,Sometimes,0
0,1.0,1,1,31,6-25,I don't know,No,No,I don't know,I don't know,Very easy,No,No,Maybe,Yes,I don't know,No,I don't know,N/A (not currently aware),I don't know,None did,I don't know,Some of them,Some of them,"No, at none of my previous employers","No, at none of my previous employers",None did,Some of them,No,I feel like it would effect my chances of getting a job. It's also none of their business unless it effects my performance.,No,I feel like it would effect my chances of getting a job. It's also none of their business unless it effects my performance.,Maybe,"Yes, they do",Not open at all,No,Yes,Yes,Maybe,Yes,Sometimes,Sometimes,male,United States of America,Maine,United States of America,Maine,Back-end Developer,Never,0
0,1.0,1,0,32,1-5,No,Unknown,No,No,I don't know,Very easy,No,No,Yes,Yes,Yes,No,"No, none did",N/A (not currently aware),None did,None did,I don't know,I don't know,None of them,Some of my previous employers,Some of my previous employers,I don't know,None of them,Maybe,Unknown,Maybe,Unknown,Maybe,"No, I don't think they would",Somewhat open,No,No,No,No,No,Not applicable to me,Not applicable to me,M,United States of America,Pennsylvania,United States of America,Pennsylvania,Other,Always,0
0,1.0,1,0,32,100-500,I don't know,I am not sure,No,No,I don't know,Somewhat difficult,Yes,Maybe,No,No,No,Yes,Some did,I was aware of some,Some did,Some did,"Yes, always",None of them,None of them,Some of my previous employers,Some of my previous employers,Some did,None of them,No,Unknown,No,Unknown,"Yes, I think it would","Yes, I think they would",Neutral,"Yes, I observed",No,No,No,No,Not applicable to me,Not applicable to me,M,United States of America,Oregon,United States of America,Oregon,Supervisor/Team Lead|Back-end Developer|Support|DevOps/SysAdmin,Always,0
0,1.0,1,1,28,1-5,Not eligible for coverage / N/A,Unknown,No,Yes,Yes,Very easy,No,No,Maybe,Yes,Yes,No,I don't know,N/A (not currently aware),I don't know,None did,Sometimes,Some of them,Some of them,Some of my previous employers,Some of my previous employers,Some did,Some of them,No,My physical health is a personal issue.  I would only discuss this with people after I have established that I can trust them.,No,I would only discuss my mental health issues with a person after I have established that I can trust them.  I also want to show that it will not affect my job performance before I reveal any sort of personal issues.,"No, I don't think it would","No, I don't think they would",Somewhat open,No,Yes,No,Yes,Yes,Rarely,Often,Female,United States of America,Kansas,United States of America,Kansas,Designer,Sometimes,0
0,1.0,1,1,33,26-100,Yes,Yes,No,I don't know,I don't know,Somewhat easy,Yes,Maybe,No,Maybe,No,No,"Yes, they all did","Yes, I was aware of all of them",None did,Some did,"Yes, always",None of them,None of them,"Yes, at all of my previous employers","Yes, at all of my previous employers","Yes, they all did",None of them,Maybe,Unknown,No,"afraid of stigma, being seen as less capable","Yes, I think it would",Maybe,Somewhat open,No,Yes,Yes,Yes,Yes,Rarely,Often,F,United States of America,Pennsylvania,United States of America,Pennsylvania,Back-end Developer,Sometimes,0
0,1.0,1,1,37,100-500,I don't know,No,No,I don't know,I don't know,Very difficult,Yes,Maybe,Maybe,Maybe,No,Yes,Some did,I was aware of some,Some did,Some did,Sometimes,Some of them,Some of them,Some of my previous employers,Some of my previous employers,Some did,Some of them,No,Unknown,No,Unknown,Maybe,Maybe,Somewhat not open,"Yes, I observed",I don't know,Maybe,Maybe,Yes,Rarely,Rarely,Male,United States of America,Florida,United States of America,Florida,DevOps/SysAdmin|Back-end Developer,Always,1
0,1.0,1,1,27,6-25,I don't know,I am not sure,No,No,I don't know,Somewhat easy,Maybe,No,Maybe,Maybe,I don't know,No,"No, none did",N/A (not currently aware),None did,None did,I don't know,"Yes, all of them",None of them,"Yes, at all of my previous employers",Some of my previous employers,None did,"Yes, all of them",Maybe,"Depends, if it affects the productivity, no",No,"Bad experience before, I need to trust the new people to open myself","Yes, it has",Maybe,Very open,"Yes, I experienced",No,Yes,No,Yes,Sometimes,Sometimes,female,Germany,Unknown,Germany,Unknown,Back-end Developer|Front-end Developer,Always,0
